nuclide,atoms_initial,atoms_final,delta_atoms
Cs118_m1,0.0,0.0,0.0
Cs119,0.0,0.0,0.0
Cs119_m1,0.0,0.0,0.0
Cs120,0.0,0.0,0.0
Cs120_m1,0.0,0.0,0.0
Cs121,0.0,0.0,0.0
Cs121_m1,0.0,0.0,0.0
Cs122,0.0,0.0,0.0
Cs122_m1,0.0,0.0,0.0
Cs122_m2,0.0,0.0,0.0
Cs123,0.0,0.0,0.0
Cs123_m1,0.0,0.0,0.0
Cs124,0.0,0.0,0.0
Cs124_m1,0.0,0.0,0.0
Cs125,0.0,0.0,0.0
Cs125_m1,0.0,0.0,0.0
Cs126,0.0,0.0,0.0
Cs127,0.0,0.0,0.0
Cs128,0.0,0.0,0.0
Cs129,0.0,0.0,0.0
Cs130,0.0,0.0,0.0
Cs130_m1,0.0,0.0,0.0
Cs131,0.0,0.0,0.0
Cs132,0.0,0.0,0.0
Cs133,1.7415869999999999e+22,1.7415870000000007e+22,8388608.0
Cs134,0.0,0.0,0.0
Cs134_m1,0.0,0.0,0.0
Cs135,6.665418999999998e+21,6.667283440933989e+21,1.864440933990269e+18
Cs135_m1,0.0,0.0,0.0
Cs136,0.0,0.0,0.0
Cs136_m1,0.0,0.0,0.0
Cs137,2.0572289999999995e+22,3.8258193903210867e+21,-1.6746470609678909e+22
Cs138,0.0,0.0,0.0
Cs138_m1,0.0,0.0,0.0
Cs139,0.0,0.0,0.0
Cs140,0.0,0.0,0.0
Cs141,0.0,0.0,0.0
Cs142,0.0,0.0,0.0
Cs143,0.0,0.0,0.0
Cs144,0.0,0.0,0.0
Cs144_m1,0.0,0.0,0.0
Cs145,0.0,0.0,0.0
Cs146,0.0,0.0,0.0
Cs147,0.0,0.0,0.0
Cs148,0.0,0.0,0.0
Cs149,0.0,0.0,0.0
Cs150,0.0,0.0,0.0
Cs151,0.0,0.0,0.0
Cu52,0.0,0.0,0.0
Cu53,0.0,0.0,0.0
Cu54,0.0,0.0,0.0
Cu55,0.0,0.0,0.0
Cu56,0.0,0.0,0.0
Cu57,0.0,0.0,0.0
Cu58,0.0,0.0,0.0
Cu59,0.0,0.0,0.0
Cu60,0.0,0.0,0.0
Cu61,0.0,0.0,0.0
Cu62,0.0,0.0,0.0
Cu63,0.0,0.0,0.0
Cu64,0.0,0.0,0.0
Cu65,0.0,0.0,0.0
Cu66,0.0,0.0,0.0
Cu67,0.0,0.0,0.0
Cu68,0.0,0.0,0.0
Cu68_m1,0.0,0.0,0.0
Cu69,0.0,0.0,0.0
Cu70,0.0,0.0,0.0
Cu70_m1,0.0,0.0,0.0
Cu70_m2,0.0,0.0,0.0
Cu71,0.0,0.0,0.0
Cu72,0.0,0.0,0.0
Cu73,0.0,0.0,0.0
Cu74,0.0,0.0,0.0
Cu75,0.0,0.0,0.0
Cu76,0.0,0.0,0.0
Cu76_m1,0.0,0.0,0.0
Cu77,0.0,0.0,0.0
Cu78,0.0,0.0,0.0
Cu79,0.0,0.0,0.0
Cu80,0.0,0.0,0.0
Cu81,0.0,0.0,0.0
Db255,0.0,0.0,0.0
Db256,0.0,0.0,0.0
Db257,0.0,-8.801222579069643e-06,-8.801222579069643e-06
Db257_m1,0.0,-3.26588931459814e-05,-3.26588931459814e-05
Db258,0.0,0.0,0.0
Db258_m1,0.0,0.0,0.0
Db259,0.0,0.0,0.0
Db260,0.0,0.0,0.0
Db261,0.0,0.0,0.0
Db262,0.0,0.0,0.0
Db263,0.0,0.0,0.0
Db264,0.0,0.0,0.0
Db265,0.0,0.0,0.0
Ds267,0.0,0.0,0.0
Ds268,0.0,0.0,0.0
Ds269,0.0,0.0,0.0
Ds270,0.0,0.0,0.0
Ds270_m1,0.0,0.0,0.0
Ds271,0.0,0.0,0.0
Ds271_m1,0.0,0.0,0.0
Ds272,0.0,0.0,0.0
Ds273,0.0,0.0,0.0
Ds279_m1,0.0,0.0,0.0
Dy138,0.0,0.0,0.0
Dy139,0.0,0.0,0.0
Dy140,0.0,0.0,0.0
Dy141,0.0,0.0,0.0
Dy142,0.0,0.0,0.0
Dy143,0.0,0.0,0.0
Dy143_m1,0.0,0.0,0.0
Dy144,0.0,0.0,0.0
Dy145,0.0,0.0,0.0
Dy145_m1,0.0,0.0,0.0
Dy146,0.0,0.0,0.0
Dy146_m1,0.0,0.0,0.0
Dy147,0.0,0.0,0.0
Dy147_m1,0.0,0.0,0.0
Dy148,0.0,0.0,0.0
Dy149,0.0,0.0,0.0
Dy149_m1,0.0,0.0,0.0
Dy150,0.0,0.0,0.0
Dy151,0.0,0.0,0.0
Dy152,0.0,0.0,0.0
Dy153,0.0,0.0,0.0
Dy154,0.0,0.0,0.0
Dy155,0.0,0.0,0.0
Dy156,0.0,0.0,0.0
Dy157,0.0,0.0,0.0
Dy157_m1,0.0,0.0,0.0
Dy158,0.0,0.0,0.0
Dy159,0.0,0.0,0.0
Dy160,0.0,0.0,0.0
Dy161,0.0,0.0,0.0
Dy162,0.0,0.0,0.0
Dy163,0.0,0.0,0.0
Dy164,0.0,0.0,0.0
Dy165,0.0,0.0,0.0
Dy165_m1,0.0,0.0,0.0
Dy166,0.0,0.0,0.0
Dy167,0.0,0.0,0.0
Dy168,0.0,0.0,0.0
Dy169,0.0,0.0,0.0
Dy170,0.0,0.0,0.0
Dy171,0.0,0.0,0.0
Dy172,0.0,0.0,0.0
Dy173,0.0,0.0,0.0
Er143,0.0,0.0,0.0
Er144,0.0,0.0,0.0
Er145,0.0,0.0,0.0
Er146,0.0,0.0,0.0
Er147,0.0,0.0,0.0
Er147_m1,0.0,0.0,0.0
Er148,0.0,0.0,0.0
Er149,0.0,0.0,0.0
Er149_m1,0.0,0.0,0.0
Er150,0.0,0.0,0.0
Er151,0.0,0.0,0.0
Er151_m1,0.0,0.0,0.0
Er152,0.0,0.0,0.0
Er153,0.0,0.0,0.0
Er154,0.0,0.0,0.0
Er155,0.0,0.0,0.0
Er156,0.0,0.0,0.0
Er157,0.0,0.0,0.0
Er157_m1,0.0,0.0,0.0
Er158,0.0,0.0,0.0
Er159,0.0,0.0,0.0
Er160,0.0,0.0,0.0
Er161,0.0,0.0,0.0
Er162,0.0,0.0,0.0
Er163,0.0,0.0,0.0
Er164,0.0,0.0,0.0
Er165,0.0,0.0,0.0
Er166,0.0,0.0,0.0
Er167,0.0,0.0,0.0
Er167_m1,0.0,0.0,0.0
Er168,0.0,0.0,0.0
Er169,0.0,0.0,0.0
Er170,0.0,0.0,0.0
Er171,0.0,0.0,0.0
Er172,0.0,0.0,0.0
Er173,0.0,0.0,0.0
Er174,0.0,0.0,0.0
Er175,0.0,0.0,0.0
Er176,0.0,0.0,0.0
Er177,0.0,0.0,0.0
Es240,0.0,0.0,0.0
Es241,0.0,0.0,0.0
Es242,0.0,0.0,0.0
Es243,0.0,0.0,0.0
Es244,0.0,0.0,0.0
Es245,0.0,-0.0010217049634599416,-0.0010217049634599416
Es246,0.0,0.0,0.0
Es247,0.0,0.0,0.0
Es247_m1,0.0,0.0,0.0
Es248,0.0,0.0,0.0
Es249,0.0,-0.03440434664190069,-0.03440434664190069
Es250,0.0,0.0,0.0
Es250_m1,0.0,0.0,0.0
Es251,0.0,0.0,0.0
Es252,0.0,0.0,0.0
Es253,0.0,0.0,0.0
Es254,0.0,0.0,0.0
Es254_m1,0.0,0.0,0.0
Es255,0.0,0.0,0.0
Es256,0.0,0.0,0.0
Es256_m1,0.0,0.0,0.0
Es257,0.0,0.0,0.0
Es258,0.0,0.0,0.0
Eu130,0.0,0.0,0.0
Eu131,0.0,0.0,0.0
Eu132,0.0,0.0,0.0
Eu133,0.0,0.0,0.0
Eu134,0.0,0.0,0.0
Eu135,0.0,0.0,0.0
Eu136,0.0,0.0,0.0
Eu136_m1,0.0,0.0,0.0
Eu136_m2,0.0,0.0,0.0
Eu137,0.0,0.0,0.0
Eu138,0.0,0.0,0.0
Eu139,0.0,0.0,0.0
Eu140,0.0,0.0,0.0
Eu140_m1,0.0,0.0,0.0
Eu141,0.0,0.0,0.0
Eu141_m1,0.0,0.0,0.0
Eu142,0.0,0.0,0.0
Eu142_m1,0.0,0.0,0.0
Eu143,0.0,0.0,0.0
Eu144,0.0,0.0,0.0
Eu145,0.0,0.0,0.0
Eu146,0.0,0.0,0.0
Eu147,0.0,0.0,0.0
Eu148,0.0,0.0,0.0
Eu149,0.0,0.0,0.0
Eu150,0.0,0.0,0.0
Eu150_m1,0.0,0.0,0.0
Eu151,1.394493e+17,6.576997171881843e+19,6.563052241881843e+19
Eu152,0.0,0.0,0.0
Eu152_m1,0.0,0.0,0.0
Eu152_m2,0.0,0.0,0.0
Eu153,1.7094759999999993e+21,1.7094759999999965e+21,-2883584.0
Eu154,0.0,0.0,0.0
Eu154_m1,0.0,0.0,0.0
Eu155,0.0,0.0,0.0
Eu156,0.0,0.0,0.0
Eu157,0.0,0.0,0.0
Eu158,0.0,0.0,0.0
Eu159,0.0,0.0,0.0
Eu160,0.0,0.0,0.0
Eu161,0.0,0.0,0.0
Eu162,0.0,0.0,0.0
Eu163,0.0,0.0,0.0
Eu164,0.0,0.0,0.0
Eu165,0.0,0.0,0.0
Eu166,0.0,0.0,0.0
Eu167,0.0,0.0,0.0
F14,0.0,0.0,0.0
F15,0.0,0.0,0.0
F16,0.0,0.0,0.0
F17,0.0,0.0,0.0
F18,0.0,0.0,0.0
F19,0.0,0.0,0.0
F20,0.0,0.0,0.0
F21,0.0,0.0,0.0
F22,0.0,0.0,0.0
F23,0.0,0.0,0.0
F24,0.0,0.0,0.0
F25,0.0,0.0,0.0
F26,0.0,0.0,0.0
F27,0.0,0.0,0.0
F28,0.0,0.0,0.0
F29,0.0,0.0,0.0
F30,0.0,0.0,0.0
F31,0.0,0.0,0.0
Fe45,0.0,0.0,0.0
Fe46,0.0,0.0,0.0
Fe47,0.0,0.0,0.0
Fe48,0.0,0.0,0.0
Fe49,0.0,0.0,0.0
Fe50,0.0,0.0,0.0
Fe51,0.0,0.0,0.0
Fe52,0.0,0.0,0.0
Fe52_m1,0.0,0.0,0.0
Fe53,0.0,0.0,0.0
Fe53_m1,0.0,0.0,0.0
Fe54,0.0,0.0,0.0
Fe55,0.0,0.0,0.0
Fe56,0.0,0.0,0.0
Fe57,0.0,0.0,0.0
Fe58,0.0,0.0,0.0
Fe59,0.0,0.0,0.0
Fe60,0.0,0.0,0.0
Fe61,0.0,0.0,0.0
Fe62,0.0,0.0,0.0
Fe63,0.0,0.0,0.0
Fe64,0.0,0.0,0.0
Fe65,0.0,0.0,0.0
Fe65_m1,0.0,0.0,0.0
Fe66,0.0,0.0,0.0
Fe67,0.0,0.0,0.0
Fe68,0.0,0.0,0.0
Fe69,0.0,0.0,0.0
Fe70,0.0,0.0,0.0
Fe71,0.0,0.0,0.0
Fe72,0.0,0.0,0.0
Fm242,0.0,0.0,0.0
Fm243,0.0,0.0,0.0
Fm244,0.0,0.0,0.0
Fm245,0.0,0.0,0.0
Fm246,0.0,0.0,0.0
Fm247,0.0,0.0,0.0
Fm248,0.0,0.0,0.0
Fm249,0.0,-0.0016051652402352973,-0.0016051652402352973
Fm250,0.0,0.0,0.0
Fm250_m1,0.0,0.0,0.0
Fm251,0.0,0.0,0.0
Fm252,0.0,0.0,0.0
Fm253,0.0,0.0,0.0
Fm254,0.0,0.0,0.0
Fm255,0.0,0.0,0.0
Fm256,0.0,0.0,0.0
Fm257,0.0,0.0,0.0
Fm258,0.0,0.0,0.0
Fm259,0.0,0.0,0.0
Fm260,0.0,0.0,0.0
Fr199,0.0,0.0,0.0
Fr200,0.0,0.0,0.0
Fr201,0.0,0.0,0.0
Fr202,0.0,0.0,0.0
Fr202_m1,0.0,0.0,0.0
Fr203,0.0,0.0,0.0
Fr204,0.0,0.0,0.0
Fr204_m1,0.0,0.0,0.0
Fr204_m2,0.0,0.0,0.0
Fr205,0.0,0.0,0.0
Fr206,0.0,0.0,0.0
Fr206_m1,0.0,0.0,0.0
Fr206_m2,0.0,0.0,0.0
Fr207,0.0,0.0,0.0
Fr208,0.0,0.0,0.0
Fr209,0.0,0.0,0.0
Fr210,0.0,0.0,0.0
Fr211,0.0,0.0,0.0
Fr212,0.0,0.0,0.0
Fr213,0.0,0.0,0.0
Fr214,0.0,0.0,0.0
Fr214_m1,0.0,0.0,0.0
Fr215,0.0,0.0,0.0
Fr216,0.0,1.1432973271196937e-07,1.1432973271196937e-07
Fr217,0.0,2.0032233995829496e-07,2.0032233995829496e-07
Fr218,0.0,0.0,0.0
Fr218_m1,0.0,0.0,0.0
Fr219,0.0,0.0,0.0
Fr220,0.0,0.0007623292261922992,0.0007623292261922992
Fr221,0.0,23116.70683358275,23116.70683358275
Fr222,0.0,0.0,0.0
Fr223,0.0,16986.037402439335,16986.037402439335
Fr224,0.0,0.0,0.0
Fr225,0.0,0.0,0.0
Fr226,0.0,0.0,0.0
Fr227,0.0,0.0,0.0
Fr228,0.0,0.0,0.0
Fr229,0.0,0.0,0.0
Fr230,0.0,0.0,0.0
Fr231,0.0,0.0,0.0
Fr232,0.0,0.0,0.0
Ga56,0.0,0.0,0.0
Ga57,0.0,0.0,0.0
Ga58,0.0,0.0,0.0
Ga59,0.0,0.0,0.0
Ga60,0.0,0.0,0.0
Ga61,0.0,0.0,0.0
Ga62,0.0,0.0,0.0
Ga63,0.0,0.0,0.0
Ga64,0.0,0.0,0.0
Ga65,0.0,0.0,0.0
Ga66,0.0,0.0,0.0
Ga67,0.0,0.0,0.0
Ga68,0.0,0.0,0.0
Ga69,0.0,0.0,0.0
Ga70,0.0,0.0,0.0
Ga71,0.0,0.0,0.0
Ga72,0.0,0.0,0.0
Ga72_m1,0.0,0.0,0.0
Ga73,0.0,0.0,0.0
Ga74,0.0,0.0,0.0
Ga74_m1,0.0,0.0,0.0
Ga75,0.0,0.0,0.0
Ga76,0.0,0.0,0.0
Ga77,0.0,0.0,0.0
Ga78,0.0,0.0,0.0
Ga79,0.0,0.0,0.0
Ga80,0.0,0.0,0.0
Ga81,0.0,0.0,0.0
Ga82,0.0,0.0,0.0
Ga83,0.0,0.0,0.0
Ga84,0.0,0.0,0.0
Ga85,0.0,0.0,0.0
Ga86,0.0,0.0,0.0
Gd134,0.0,0.0,0.0
Gd135,0.0,0.0,0.0
Gd136,0.0,0.0,0.0
Gd137,0.0,0.0,0.0
Gd138,0.0,0.0,0.0
Gd139,0.0,0.0,0.0
Gd139_m1,0.0,0.0,0.0
Gd140,0.0,0.0,0.0
Gd141,0.0,0.0,0.0
Gd141_m1,0.0,0.0,0.0
Gd142,0.0,0.0,0.0
Gd143,0.0,0.0,0.0
Gd143_m1,0.0,0.0,0.0
Gd144,0.0,0.0,0.0
Gd145,0.0,0.0,0.0
Gd145_m1,0.0,0.0,0.0
Gd146,0.0,0.0,0.0
Gd147,0.0,0.0,0.0
Gd148,0.0,0.0,0.0
Gd149,0.0,0.0,0.0
Gd150,0.0,0.0,0.0
Gd151,0.0,0.0,0.0
Gd152,0.0,0.0,0.0
Gd153,0.0,0.0,0.0
Gd154,0.0,0.0,0.0
Gd155,1.2115799999999997e+18,1.211579999999999e+18,-768.0
Gd155_m1,0.0,0.0,0.0
Gd156,0.0,0.0,0.0
Gd157,2.2737309999999997e+18,2.273731e+18,256.0
Gd158,0.0,0.0,0.0
Gd159,0.0,0.0,0.0
Gd160,0.0,0.0,0.0
Gd161,0.0,0.0,0.0
Gd162,0.0,0.0,0.0
Gd163,0.0,0.0,0.0
Gd164,0.0,0.0,0.0
Gd165,0.0,0.0,0.0
Gd166,0.0,0.0,0.0
Gd167,0.0,0.0,0.0
Gd168,0.0,0.0,0.0
Gd169,0.0,0.0,0.0
Ge58,0.0,0.0,0.0
Ge59,0.0,0.0,0.0
Ge60,0.0,0.0,0.0
Ge61,0.0,0.0,0.0
Ge62,0.0,0.0,0.0
Ge63,0.0,0.0,0.0
Ge64,0.0,0.0,0.0
Ge65,0.0,0.0,0.0
Ge66,0.0,0.0,0.0
Ge67,0.0,0.0,0.0
Ge68,0.0,0.0,0.0
Ge69,0.0,0.0,0.0
Ge70,0.0,0.0,0.0
Ge71,0.0,0.0,0.0
Ge71_m1,0.0,0.0,0.0
Ge72,0.0,0.0,0.0
Ge73,0.0,0.0,0.0
Ge73_m1,0.0,0.0,0.0
Ge74,0.0,0.0,0.0
Ge75,0.0,0.0,0.0
Ge75_m1,0.0,0.0,0.0
Ge76,0.0,0.0,0.0
Ge77,0.0,0.0,0.0
Ge77_m1,0.0,0.0,0.0
Ge78,0.0,0.0,0.0
Ge79,0.0,0.0,0.0
Ge79_m1,0.0,0.0,0.0
Ge80,0.0,0.0,0.0
Ge81,0.0,0.0,0.0
Ge81_m1,0.0,0.0,0.0
Ge82,0.0,0.0,0.0
Ge83,0.0,0.0,0.0
Ge84,0.0,0.0,0.0
Ge85,0.0,0.0,0.0
Ge86,0.0,0.0,0.0
Ge87,0.0,0.0,0.0
Ge88,0.0,0.0,0.0
Ge89,0.0,0.0,0.0
H1,0.0,0.0,0.0
H2,0.0,0.0,0.0
H3,0.0,0.0,0.0
H4,0.0,0.0,0.0
H5,0.0,0.0,0.0
H6,0.0,0.0,0.0
H7,0.0,0.0,0.0
He10,0.0,0.0,0.0
He3,0.0,0.0,0.0
He4,0.0,4.262309219502679e+21,4.262309219502679e+21
He5,0.0,0.0,0.0
He6,0.0,0.0,0.0
He7,0.0,0.0,0.0
He8,0.0,0.0,0.0
He9,0.0,0.0,0.0
Hf153,0.0,0.0,0.0
Hf154,0.0,0.0,0.0
Hf155,0.0,0.0,0.0
Hf156,0.0,0.0,0.0
Hf157,0.0,0.0,0.0
Hf158,0.0,0.0,0.0
Hf159,0.0,0.0,0.0
Hf160,0.0,0.0,0.0
Hf161,0.0,0.0,0.0
Hf162,0.0,0.0,0.0
Hf163,0.0,0.0,0.0
Hf164,0.0,0.0,0.0
Hf165,0.0,0.0,0.0
Hf166,0.0,0.0,0.0
Hf167,0.0,0.0,0.0
Hf168,0.0,0.0,0.0
Hf169,0.0,0.0,0.0
Hf170,0.0,0.0,0.0
Hf171,0.0,0.0,0.0
Hf171_m1,0.0,0.0,0.0
Hf172,0.0,0.0,0.0
Hf173,0.0,0.0,0.0
Hf174,0.0,0.0,0.0
Hf175,0.0,0.0,0.0
Hf176,0.0,0.0,0.0
Hf177,0.0,0.0,0.0
Hf177_m1,0.0,0.0,0.0
Hf177_m2,0.0,0.0,0.0
Hf178,0.0,0.0,0.0
Hf178_m1,0.0,0.0,0.0
Hf178_m2,0.0,0.0,0.0
Hf179,0.0,0.0,0.0
Hf179_m1,0.0,0.0,0.0
Hf179_m2,0.0,0.0,0.0
Hf180,0.0,0.0,0.0
Hf180_m1,0.0,0.0,0.0
Hf181,0.0,0.0,0.0
Hf182,0.0,0.0,0.0
Hf182_m1,0.0,0.0,0.0
Hf183,0.0,0.0,0.0
Hf184,0.0,0.0,0.0
Hf184_m1,0.0,0.0,0.0
Hf185,0.0,0.0,0.0
Hf186,0.0,0.0,0.0
Hf187,0.0,0.0,0.0
Hf188,0.0,0.0,0.0
Hg171,0.0,0.0,0.0
Hg172,0.0,0.0,0.0
Hg173,0.0,0.0,0.0
Hg174,0.0,0.0,0.0
Hg175,0.0,0.0,0.0
Hg176,0.0,0.0,0.0
Hg177,0.0,0.0,0.0
Hg178,0.0,0.0,0.0
Hg179,0.0,0.0,0.0
Hg180,0.0,0.0,0.0
Hg181,0.0,0.0,0.0
Hg182,0.0,0.0,0.0
Hg183,0.0,0.0,0.0
Hg184,0.0,0.0,0.0
Hg185,0.0,0.0,0.0
Hg185_m1,0.0,0.0,0.0
Hg186,0.0,0.0,0.0
Hg187,0.0,0.0,0.0
Hg187_m1,0.0,0.0,0.0
Hg188,0.0,0.0,0.0
Hg189,0.0,0.0,0.0
Hg189_m1,0.0,0.0,0.0
Hg190,0.0,0.0,0.0
Hg191,0.0,0.0,0.0
Hg191_m1,0.0,0.0,0.0
Hg192,0.0,0.0,0.0
Hg193,0.0,0.0,0.0
Hg193_m1,0.0,0.0,0.0
Hg194,0.0,0.0,0.0
Hg195,0.0,0.0,0.0
Hg195_m1,0.0,0.0,0.0
Hg196,0.0,0.0,0.0
Hg197,0.0,0.0,0.0
Hg197_m1,0.0,0.0,0.0
Hg198,0.0,0.0,0.0
Hg199,0.0,0.0,0.0
Hg199_m1,0.0,0.0,0.0
Hg200,0.0,0.0,0.0
Hg201,0.0,0.0,0.0
Hg202,0.0,0.0,0.0
Hg203,0.0,0.0,0.0
Hg204,0.0,0.0,0.0
Hg205,0.0,0.0,0.0
Hg205_m1,0.0,0.0,0.0
Hg206,0.0,0.003040808449912527,0.003040808449912527
Hg207,0.0,0.0,0.0
Hg208,0.0,0.0,0.0
Hg209,0.0,0.0,0.0
Hg210,0.0,0.0,0.0
Ho140,0.0,0.0,0.0
Ho141,0.0,0.0,0.0
Ho142,0.0,0.0,0.0
Ho143,0.0,0.0,0.0
Ho144,0.0,0.0,0.0
Ho145,0.0,0.0,0.0
Ho146,0.0,0.0,0.0
Ho147,0.0,0.0,0.0
Ho148,0.0,0.0,0.0
Ho148_m1,0.0,0.0,0.0
Ho148_m2,0.0,0.0,0.0
Ho149,0.0,0.0,0.0
Ho149_m1,0.0,0.0,0.0
Ho150,0.0,0.0,0.0
Ho150_m1,0.0,0.0,0.0
Ho151,0.0,0.0,0.0
Ho151_m1,0.0,0.0,0.0
Ho152,0.0,0.0,0.0
Ho152_m1,0.0,0.0,0.0
Ho153,0.0,0.0,0.0
Ho153_m1,0.0,0.0,0.0
Ho154,0.0,0.0,0.0
Ho154_m1,0.0,0.0,0.0
Ho155,0.0,0.0,0.0
Ho155_m1,0.0,0.0,0.0
Ho156,0.0,0.0,0.0
Ho156_m1,0.0,0.0,0.0
Ho156_m2,0.0,0.0,0.0
Ho157,0.0,0.0,0.0
Ho158,0.0,0.0,0.0
Ho158_m1,0.0,0.0,0.0
Ho158_m2,0.0,0.0,0.0
Ho159,0.0,0.0,0.0
Ho159_m1,0.0,0.0,0.0
Ho160,0.0,0.0,0.0
Ho160_m1,0.0,0.0,0.0
Ho160_m2,0.0,0.0,0.0
Ho161,0.0,0.0,0.0
Ho161_m1,0.0,0.0,0.0
Ho162,0.0,0.0,0.0
Ho162_m1,0.0,0.0,0.0
Ho163,0.0,0.0,0.0
Ho163_m1,0.0,0.0,0.0
Ho164,0.0,0.0,0.0
Ho164_m1,0.0,0.0,0.0
Ho165,0.0,0.0,0.0
Ho166,0.0,0.0,0.0
Ho166_m1,0.0,0.0,0.0
Ho167,0.0,0.0,0.0
Ho168,0.0,0.0,0.0
Ho168_m1,0.0,0.0,0.0
Ho169,0.0,0.0,0.0
Ho170,0.0,0.0,0.0
Ho170_m1,0.0,0.0,0.0
Ho171,0.0,0.0,0.0
Ho172,0.0,0.0,0.0
Ho173,0.0,0.0,0.0
Ho174,0.0,0.0,0.0
Ho175,0.0,0.0,0.0
Hs263,0.0,0.0,0.0
Hs264,0.0,0.0,0.0
Hs265,0.0,0.0,0.0
Hs265_m1,0.0,0.0,0.0
Hs266,0.0,0.0,0.0
Hs267,0.0,0.0,0.0
Hs268,0.0,0.0,0.0
Hs269,0.0,0.0,0.0
Hs273,0.0,0.644655374319167,0.644655374319167
I108,0.0,0.0,0.0
I109,0.0,0.0,0.0
I110,0.0,0.0,0.0
I111,0.0,0.0,0.0
I112,0.0,0.0,0.0
I113,0.0,0.0,0.0
I114,0.0,0.0,0.0
I114_m1,0.0,0.0,0.0
I115,0.0,0.0,0.0
I116,0.0,0.0,0.0
I117,0.0,0.0,0.0
I118,0.0,0.0,0.0
I118_m1,0.0,0.0,0.0
I119,0.0,0.0,0.0
I120,0.0,0.0,0.0
I120_m1,0.0,0.0,0.0
I121,0.0,0.0,0.0
I122,0.0,0.0,0.0
I123,0.0,0.0,0.0
I124,0.0,0.0,0.0
I125,0.0,0.0,0.0
I126,0.0,0.0,0.0
I127,0.0,0.0,0.0
I128,0.0,0.0,0.0
I129,0.0,0.0,0.0
I130,0.0,0.0,0.0
I130_m1,0.0,0.0,0.0
I131,0.0,0.0,0.0
I132,0.0,0.0,0.0
I132_m1,0.0,0.0,0.0
I133,0.0,0.0,0.0
I133_m1,0.0,0.0,0.0
I134,0.0,0.0,0.0
I134_m1,0.0,0.0,0.0
I135,0.0,0.0,0.0
I136,0.0,0.0,0.0
I136_m1,0.0,0.0,0.0
I137,0.0,0.0,0.0
I138,0.0,0.0,0.0
I139,0.0,0.0,0.0
I140,0.0,0.0,0.0
I141,0.0,0.0,0.0
I142,0.0,0.0,0.0
I143,0.0,0.0,0.0
I144,0.0,0.0,0.0
I145,0.0,0.0,0.0
In100,0.0,0.0,0.0
In101,0.0,0.0,0.0
In102,0.0,0.0,0.0
In103,0.0,0.0,0.0
In103_m1,0.0,0.0,0.0
In104,0.0,0.0,0.0
In104_m1,0.0,0.0,0.0
In105,0.0,0.0,0.0
In105_m1,0.0,0.0,0.0
In106,0.0,0.0,0.0
In106_m1,0.0,0.0,0.0
In107,0.0,0.0,0.0
In107_m1,0.0,0.0,0.0
In108,0.0,0.0,0.0
In108_m1,0.0,0.0,0.0
In109,0.0,0.0,0.0
In109_m1,0.0,0.0,0.0
In109_m2,0.0,0.0,0.0
In110,0.0,0.0,0.0
In110_m1,0.0,0.0,0.0
In111,0.0,0.0,0.0
In111_m1,0.0,0.0,0.0
In112,0.0,0.0,0.0
In112_m1,0.0,0.0,0.0
In113,0.0,0.0,0.0
In113_m1,0.0,0.0,0.0
In114,0.0,0.0,0.0
In114_m1,0.0,0.0,0.0
In114_m2,0.0,0.0,0.0
In115,0.0,0.0,0.0
In115_m1,0.0,0.0,0.0
In116,0.0,0.0,0.0
In116_m1,0.0,0.0,0.0
In116_m2,0.0,0.0,0.0
In117,0.0,0.0,0.0
In117_m1,0.0,0.0,0.0
In118,0.0,0.0,0.0
In118_m1,0.0,0.0,0.0
In118_m2,0.0,0.0,0.0
In119,0.0,0.0,0.0
In119_m1,0.0,0.0,0.0
In120,0.0,0.0,0.0
In120_m1,0.0,0.0,0.0
In120_m2,0.0,0.0,0.0
In121,0.0,0.0,0.0
In121_m1,0.0,0.0,0.0
In122,0.0,0.0,0.0
In122_m1,0.0,0.0,0.0
In122_m2,0.0,0.0,0.0
In123,0.0,0.0,0.0
In123_m1,0.0,0.0,0.0
In124,0.0,0.0,0.0
In124_m1,0.0,0.0,0.0
In125,0.0,0.0,0.0
In125_m1,0.0,0.0,0.0
In126,0.0,0.0,0.0
In126_m1,0.0,0.0,0.0
In127,0.0,0.0,0.0
In127_m1,0.0,0.0,0.0
In128,0.0,0.0,0.0
In128_m1,0.0,0.0,0.0
In129,0.0,0.0,0.0
In129_m1,0.0,0.0,0.0
In130,0.0,0.0,0.0
In130_m1,0.0,0.0,0.0
In130_m2,0.0,0.0,0.0
In131,0.0,0.0,0.0
In131_m1,0.0,0.0,0.0
In131_m2,0.0,0.0,0.0
In132,0.0,0.0,0.0
In133,0.0,0.0,0.0
In133_m1,0.0,0.0,0.0
In134,0.0,0.0,0.0
In135,0.0,0.0,0.0
In97,0.0,0.0,0.0
In98,0.0,0.0,0.0
In98_m1,0.0,0.0,0.0
In99,0.0,0.0,0.0
Ir164,0.0,0.0,0.0
Ir164_m1,0.0,0.0,0.0
Ir165,0.0,0.0,0.0
Ir166,0.0,0.0,0.0
Ir166_m1,0.0,0.0,0.0
Ir167,0.0,0.0,0.0
Ir167_m1,0.0,0.0,0.0
Ir168,0.0,0.0,0.0
Ir168_m1,0.0,0.0,0.0
Ir169,0.0,0.0,0.0
Ir169_m1,0.0,0.0,0.0
Ir170,0.0,0.0,0.0
Ir170_m1,0.0,0.0,0.0
Ir171,0.0,0.0,0.0
Ir171_m1,0.0,0.0,0.0
